title,artist,album,dance,genre,mood,timbre,instrumental,loudness,bpm
['Another One Goes By'],['Mazarin'],"[""We're Already There""]","{'danceable': 0.296090215445, 'not_danceable': 0.703909814358}","{'cla': 0.0769883021712, 'dan': 0.123630173504, 'hip': 0.0446122922003, 'jaz': 0.173044711351, 'pop': 0.232184529305, 'rhy': 0.120053954422, 'roc': 0.211513862014, 'spe': 0.0179721750319}","{'Cluster1': 0.0940171405673, 'Cluster2': 0.157155245543, 'Cluster3': 0.336101919413, 'Cluster4': 0.313271194696, 'Cluster5': 0.0994544997811}","{'bright': 0.999999940395, 'dark': 2.9927058165e-08}","{'instrumental': 0.984234452248, 'voice': 0.0157655738294}",0.917282879353,110.066558838
['Must Destroy'],['Droids Attack'],['Must Destroy'],"{'danceable': 0.0430469848216, 'not_danceable': 0.956952989101}","{'cla': 0.0112506439909, 'dan': 0.0167361274362, 'hip': 0.00660887500271, 'jaz': 0.0132910106331, 'pop': 0.0318353027105, 'rhy': 0.0168770309538, 'roc': 0.88151037693, 'spe': 0.0218906085938}","{'Cluster1': 0.0803296342492, 'Cluster2': 0.0543598793447, 'Cluster3': 0.290179133415, 'Cluster4': 0.0504098571837, 'Cluster5': 0.524721503258}","{'bright': 0.000486598786665, 'dark': 0.99951338768}","{'instrumental': 0.959715306759, 'voice': 0.0402847118676}",0.780210018158,136.062057495
['Best Adventures'],['Thinkman'],['The Formula'],"{'danceable': 0.995631992817, 'not_danceable': 0.00436802348122}","{'cla': 0.00375205674209, 'dan': 0.116152085364, 'hip': 0.0495844744146, 'jaz': 0.00742445793003, 'pop': 0.138706818223, 'rhy': 0.0177379176021, 'roc': 0.664543390274, 'spe': 0.00209881132469}","{'Cluster1': 0.151173174381, 'Cluster2': 0.121082238853, 'Cluster3': 0.0981264263391, 'Cluster4': 0.108107745647, 'Cluster5': 0.52151042223}","{'bright': 0.765724182129, 'dark': 0.234275788069}","{'instrumental': 0.0884670615196, 'voice': 0.91153293848}",0.884140193462,119.224494934
['Heartbreak Hotel'],['Merle Haggard'],['My Farewell to Elvis'],"{'danceable': 0.17730216682, 'not_danceable': 0.822697818279}","{'cla': 0.263246029615, 'dan': 0.0189382880926, 'hip': 0.0536282099783, 'jaz': 0.15728148818, 'pop': 0.0879061073065, 'rhy': 0.285702288151, 'roc': 0.0375367552042, 'spe': 0.0957608222961}","{'Cluster1': 0.109243765473, 'Cluster2': 0.223715499043, 'Cluster3': 0.420438677073, 'Cluster4': 0.204740121961, 'Cluster5': 0.0418619476259}","{'bright': 0.999993443489, 'dark': 6.58033468426e-06}","{'instrumental': 0.11564759165, 'voice': 0.884352385998}",0.816672503948,88.439491272
['Afraid'],['Neko Case'],"['The Worse Things Get, the Harder I Fight, the Harder I Fight, the More I Love You']","{'danceable': 0.0774406418204, 'not_danceable': 0.922559380531}","{'cla': 0.0594996474683, 'dan': 0.00393278151751, 'hip': 0.0113892396912, 'jaz': 0.189579799771, 'pop': 0.0907300189137, 'rhy': 0.62140750885, 'roc': 0.00177792063914, 'spe': 0.021683100611}","{'Cluster1': 0.0345705896616, 'Cluster2': 0.107138238847, 'Cluster3': 0.607652783394, 'Cluster4': 0.224178522825, 'Cluster5': 0.0264598745853}","{'bright': 0.834277153015, 'dark': 0.165722832084}","{'instrumental': 0.0148520506918, 'voice': 0.985147953033}",0.745800554752,172.265716553
['Jig Horizonto / Dança do Urso'],['At-Tambur'],['At-Tambur'],"{'danceable': 0.285834670067, 'not_danceable': 0.714165329933}","{'cla': 0.0378471799195, 'dan': 0.0197212658823, 'hip': 0.0124065857381, 'jaz': 0.13294917345, 'pop': 0.512524604797, 'rhy': 0.187724962831, 'roc': 0.0882518216968, 'spe': 0.00857441220433}","{'Cluster1': 0.168848365545, 'Cluster2': 0.315296947956, 'Cluster3': 0.0974858105183, 'Cluster4': 0.188498973846, 'Cluster5': 0.229869917035}","{'bright': 0.969612121582, 'dark': 0.0303878746927}","{'instrumental': 0.999997913837, 'voice': 2.06099480238e-06}",0.877309918404,143.542617798
['Jeszcze sen'],['Czesław Niemen'],['Czy mnie jeszcze pamiętasz?'],"{'danceable': 0.551406741142, 'not_danceable': 0.44859328866}","{'cla': 0.0199012570083, 'dan': 0.0197992194444, 'hip': 0.0491235330701, 'jaz': 0.0240927711129, 'pop': 0.422419369221, 'rhy': 0.435990512371, 'roc': 0.0201462171972, 'spe': 0.00852710660547}","{'Cluster1': 0.0647640600801, 'Cluster2': 0.151376783848, 'Cluster3': 0.477723360062, 'Cluster4': 0.19479008019, 'Cluster5': 0.111345745623}","{'bright': 0.162952899933, 'dark': 0.837047100067}","{'instrumental': 0.0191917680204, 'voice': 0.980808258057}",0.892557740211,152.287063599
['Until I Find You'],['Tim Vanhamel'],['Welcome to the Blue House'],"{'danceable': 3.00000096379e-14, 'not_danceable': 1}","{'cla': 0.00241345237009, 'dan': 0.0673923566937, 'hip': 0.0114842317998, 'jaz': 0.00350927817635, 'pop': 0.214991524816, 'rhy': 0.00673938170075, 'roc': 0.689419150352, 'spe': 0.00405062362552}","{'Cluster1': 0.0772226452827, 'Cluster2': 0.0444035679102, 'Cluster3': 0.227747857571, 'Cluster4': 0.0306320842355, 'Cluster5': 0.61999386549}","{'bright': 0.00427558226511, 'dark': 0.995724439621}","{'instrumental': 0.903916954994, 'voice': 0.0960830673575}",0.894774496555,89.3697128296
['8 Years'],['Anouk'],['For Bitter or Worse'],"{'danceable': 3.00000096379e-14, 'not_danceable': 1}","{'cla': 0.0255836267024, 'dan': 0.0980564579368, 'hip': 0.196300193667, 'jaz': 0.024947181344, 'pop': 0.382194936275, 'rhy': 0.0448911786079, 'roc': 0.207077205181, 'spe': 0.0209492240101}","{'Cluster1': 0.0772226452827, 'Cluster2': 0.0444035679102, 'Cluster3': 0.227747857571, 'Cluster4': 0.0306320842355, 'Cluster5': 0.61999386549}","{'bright': 0.0211576242, 'dark': 0.978842377663}","{'instrumental': 0.995412826538, 'voice': 0.00458714412525}",0.782040417194,142.041015625
['Ellie Lou'],['The Hillbilly Moon Explosion'],['Damn Right Honey!'],"{'danceable': 0.999996960163, 'not_danceable': 3.02258013107e-06}","{'cla': 0.0163839925081, 'dan': 0.0465679056942, 'hip': 0.354044914246, 'jaz': 0.228420838714, 'pop': 0.0943388864398, 'rhy': 0.136280030012, 'roc': 0.0806847438216, 'spe': 0.0432786680758}","{'Cluster1': 0.0640347674489, 'Cluster2': 0.0504736602306, 'Cluster3': 0.183688133955, 'Cluster4': 0.0369368679821, 'Cluster5': 0.664866566658}","{'bright': 0.0258848201483, 'dark': 0.97411519289}","{'instrumental': 0.999999701977, 'voice': 3.10976560058e-07}",0.907051205635,135.868270874
['Intro'],['DJ Format'],['Music for the Mature B-Boy'],"{'danceable': 0.876087248325, 'not_danceable': 0.123912766576}","{'cla': 0.590005040169, 'dan': 0.00931888166815, 'hip': 0.0659214109182, 'jaz': 0.115062654018, 'pop': 0.0334642343223, 'rhy': 0.0888839140534, 'roc': 0.0233587808907, 'spe': 0.0739850848913}","{'Cluster1': 0.112628743052, 'Cluster2': 0.16978739202, 'Cluster3': 0.135887444019, 'Cluster4': 0.268713384867, 'Cluster5': 0.312983036041}","{'bright': 0.0446452535689, 'dark': 0.955354750156}","{'instrumental': 0.946781933308, 'voice': 0.0532180927694}",0.70502102375,87.1511611938
"[""You Can Run But You Can't Hide""]",['Cyrill Neville'],['Magic Honey'],"{'danceable': 0.89573097229, 'not_danceable': 0.104269050062}","{'cla': 0.00207960163243, 'dan': 0.0465028062463, 'hip': 0.0340757407248, 'jaz': 0.0516618229449, 'pop': 0.141460373998, 'rhy': 0.585287094116, 'roc': 0.1374335289, 'spe': 0.00149901432451}","{'Cluster1': 0.202675014734, 'Cluster2': 0.376407772303, 'Cluster3': 0.122118242085, 'Cluster4': 0.204204797745, 'Cluster5': 0.0945941582322}","{'bright': 0.705460309982, 'dark': 0.294539660215}","{'instrumental': 0.35818246007, 'voice': 0.641817569733}",0.934838950634,97.7033691406
['Cool Waves (String Session mix)'],['Spiritualized'],['Ladies and Gentlemen We Are Floating in Space (bonus disc: SP 60)'],"{'danceable': 0.0934126451612, 'not_danceable': 0.906587362289}","{'cla': 0.21814660728, 'dan': 0.0278397202492, 'hip': 0.0382855758071, 'jaz': 0.0330915339291, 'pop': 0.225773766637, 'rhy': 0.37706515193, 'roc': 0.0506821759045, 'spe': 0.0291154701263}","{'Cluster1': 0.0651352256536, 'Cluster2': 0.0657529532909, 'Cluster3': 0.43564915657, 'Cluster4': 0.092093616724, 'Cluster5': 0.34136903286}","{'bright': 0.31024992466, 'dark': 0.68975007534}","{'instrumental': 0.60115891695, 'voice': 0.398841112852}",0.447365581989,139.428710938
['Ever after'],['Silver Forest'],['Phantasm Brigade'],"{'danceable': 3.00000096379e-14, 'not_danceable': 1}","{'cla': 0.0134111857042, 'dan': 0.38785263896, 'hip': 0.231426909566, 'jaz': 0.041549552232, 'pop': 0.145777434111, 'rhy': 0.0722972080112, 'roc': 0.077269025147, 'spe': 0.0304160472006}","{'Cluster1': 0.0772226452827, 'Cluster2': 0.0444035679102, 'Cluster3': 0.227747857571, 'Cluster4': 0.0306320842355, 'Cluster5': 0.61999386549}","{'bright': 0.0114130480215, 'dark': 0.988586962223}","{'instrumental': 1, 'voice': 7.23992554796e-09}",0.928580462933,103.84513092
"[""Trost im Unglück from Lieder aus 'Des Knaben Wunderhorn' (2001 Digital Remaster)""]",['Dietrich Fischer-Dieskau/Daniel Barenboim'],['Five Rückert-Lieder'],"{'danceable': 0.00360820582137, 'not_danceable': 0.996391773224}","{'cla': 0.852495551109, 'dan': 0.00272478256375, 'hip': 0.00542992306873, 'jaz': 0.064814299345, 'pop': 0.0100283576176, 'rhy': 0.0160399004817, 'roc': 0.00383706693538, 'spe': 0.044630099088}","{'Cluster1': 0.125629931688, 'Cluster2': 0.107321038842, 'Cluster3': 0.253199994564, 'Cluster4': 0.0769851580262, 'Cluster5': 0.436863869429}","{'bright': 0.973631680012, 'dark': 0.0263683218509}","{'instrumental': 0.0813145786524, 'voice': 0.918685436249}",0.159868478775,91.2530593872
['How Long'],['Ace'],['Five-A-Side'],"{'danceable': 0.245373263955, 'not_danceable': 0.754626750946}","{'cla': 0.0115902833641, 'dan': 0.092597708106, 'hip': 0.031008888036, 'jaz': 0.0684095546603, 'pop': 0.380539178848, 'rhy': 0.369208902121, 'roc': 0.0344347991049, 'spe': 0.0122106848285}","{'Cluster1': 0.157531559467, 'Cluster2': 0.148255825043, 'Cluster3': 0.358657449484, 'Cluster4': 0.263166755438, 'Cluster5': 0.0723884105682}","{'bright': 0.977958679199, 'dark': 0.0220413189381}","{'instrumental': 0.360778182745, 'voice': 0.639221847057}",0.854218304157,123.3411026
['As Mãos e Os Frutos'],['Cristina Branco'],['Sensus'],"{'danceable': 2.08585024253e-10, 'not_danceable': 1}","{'cla': 0.0909781083465, 'dan': 0.00931409187615, 'hip': 0.0192880351096, 'jaz': 0.604246914387, 'pop': 0.0388981252909, 'rhy': 0.131570130587, 'roc': 0.0324710980058, 'spe': 0.073233500123}","{'Cluster1': 0.0757801383734, 'Cluster2': 0.0827129110694, 'Cluster3': 0.221001759171, 'Cluster4': 0.0566646829247, 'Cluster5': 0.563840508461}","{'bright': 0.0275571811944, 'dark': 0.972442805767}","{'instrumental': 0.991816222668, 'voice': 0.00818375963718}",0.432030230761,133.596084595
['Atmosphere'],['Kaskade'],['Atmosphere'],"{'danceable': 0.999762356281, 'not_danceable': 0.000237665401073}","{'cla': 0.00297444616444, 'dan': 0.764639258385, 'hip': 0.0359678827226, 'jaz': 0.0402784384787, 'pop': 0.0606659390032, 'rhy': 0.0688388198614, 'roc': 0.0244582239538, 'spe': 0.00217701564543}","{'Cluster1': 0.109864786267, 'Cluster2': 0.123073920608, 'Cluster3': 0.310757219791, 'Cluster4': 0.202507212758, 'Cluster5': 0.253796875477}","{'bright': 0.0534219518304, 'dark': 0.946578025818}","{'instrumental': 0.743407607079, 'voice': 0.256592392921}",0.747411966324,123.004608154
['Sending the Earl to Valhalla'],['Trevor Morris'],['Vikings'],"{'danceable': 0.0115012414753, 'not_danceable': 0.988498747349}","{'cla': 0.767491936684, 'dan': 0.00616955151781, 'hip': 0.0119132185355, 'jaz': 0.100828193128, 'pop': 0.0225697476417, 'rhy': 0.0592304430902, 'roc': 0.00832230132073, 'spe': 0.0234745983034}","{'Cluster1': 0.0775383487344, 'Cluster2': 0.113877058029, 'Cluster3': 0.372516423464, 'Cluster4': 0.0969152823091, 'Cluster5': 0.339152872562}","{'bright': 0.00232683331706, 'dark': 0.997673153877}","{'instrumental': 0.999999701977, 'voice': 2.88842983309e-07}",0.313001126051,164.670211792
['Window to the World'],['Geddy Lee'],['My Favorite Headache'],"{'danceable': 0.300888717175, 'not_danceable': 0.699111282825}","{'cla': 0.00444409158081, 'dan': 0.0153946084902, 'hip': 0.00241449452005, 'jaz': 0.00688955979422, 'pop': 0.0387324355543, 'rhy': 0.00679607130587, 'roc': 0.92027515173, 'spe': 0.00505357282236}","{'Cluster1': 0.25183776021, 'Cluster2': 0.198204383254, 'Cluster3': 0.28767734766, 'Cluster4': 0.157037079334, 'Cluster5': 0.105243451893}","{'bright': 0.962871730328, 'dark': 0.0371282398701}","{'instrumental': 0.229827255011, 'voice': 0.770172715187}",0.947537004948,109.959945679
['Splintered in Her Head'],['The Cure'],['Standing on a Beach: The Singles (And Unavailable B-Sides)'],"{'danceable': 0.122733049095, 'not_danceable': 0.877266943455}","{'cla': 0.0243675913662, 'dan': 0.0393839515746, 'hip': 0.0349845662713, 'jaz': 0.0334353595972, 'pop': 0.043150395155, 'rhy': 0.341524004936, 'roc': 0.45795622468, 'spe': 0.0251979157329}","{'Cluster1': 0.0944721847773, 'Cluster2': 0.130107849836, 'Cluster3': 0.233945757151, 'Cluster4': 0.0895405337214, 'Cluster5': 0.451933681965}","{'bright': 0.15224853158, 'dark': 0.847751498222}","{'instrumental': 0.934970736504, 'voice': 0.0650292485952}",0.941675782204,119.184379578
['Imperius Removes Arrow'],['Andrew Powell'],['Ladyhawke'],"{'danceable': 0.04953270033, 'not_danceable': 0.950467288494}","{'cla': 0.212963789701, 'dan': 0.0114094996825, 'hip': 0.0552471838892, 'jaz': 0.504419803619, 'pop': 0.0513879097998, 'rhy': 0.102144226432, 'roc': 0.0358486659825, 'spe': 0.0265789534897}","{'Cluster1': 0.189203560352, 'Cluster2': 0.135528430343, 'Cluster3': 0.281855732203, 'Cluster4': 0.204485550523, 'Cluster5': 0.18892672658}","{'bright': 0.00166472094133, 'dark': 0.998335301876}","{'instrumental': 0.512695491314, 'voice': 0.487304508686}",0.00695849629119,155.429077148
['Aeria - Vom Wind'],['Oonagh'],['Aeria'],"{'danceable': 0.953342616558, 'not_danceable': 0.0466573983431}","{'cla': 0.00182081991807, 'dan': 0.00982172507793, 'hip': 0.00178422790486, 'jaz': 0.00456146011129, 'pop': 0.91698384285, 'rhy': 0.0419268421829, 'roc': 0.0225126445293, 'spe': 0.000588414957747}","{'Cluster1': 0.0751721784472, 'Cluster2': 0.10723734647, 'Cluster3': 0.361009567976, 'Cluster4': 0.192664384842, 'Cluster5': 0.263916522264}","{'bright': 0.828605651855, 'dark': 0.171394348145}","{'instrumental': 0.804244041443, 'voice': 0.195755988359}",0.912861168385,122.959892273
['The Subway Voice'],['SPC ECO'],['Dark Notes'],"{'danceable': 5.8974892454e-06, 'not_danceable': 0.99999409914}","{'cla': 0.773533403873, 'dan': 0.00406111218035, 'hip': 0.00787818152457, 'jaz': 0.15832041204, 'pop': 0.00748072145507, 'rhy': 0.00891101080924, 'roc': 0.0014329997357, 'spe': 0.0383821837604}","{'Cluster1': 0.0846055448055, 'Cluster2': 0.215421393514, 'Cluster3': 0.557551264763, 'Cluster4': 0.0569113269448, 'Cluster5': 0.0855104401708}","{'bright': 0.0276664849371, 'dark': 0.972333490849}","{'instrumental': 0.927930355072, 'voice': 0.0720696300268}",0.470503687859,125.829139709
['The Slow Surrender'],['Parkway Drive'],['Atlas'],"{'danceable': 0.0591874755919, 'not_danceable': 0.940812528133}","{'cla': 0.000298894156003, 'dan': 0.000938004872296, 'hip': 0.000417678325903, 'jaz': 0.000461464456748, 'pop': 0.00201196828857, 'rhy': 0.000594226992689, 'roc': 0.994908332825, 'spe': 0.000369422836229}","{'Cluster1': 0.129059150815, 'Cluster2': 0.0960450917482, 'Cluster3': 0.0724098980427, 'Cluster4': 0.0530722141266, 'Cluster5': 0.649413645267}","{'bright': 0.00566050270572, 'dark': 0.9943395257}","{'instrumental': 0.0552421323955, 'voice': 0.94475787878}",0.946745753288,129.965927124
['Cafe Del Mar (Marco V remix)'],['Energy 52'],['Gatecrasher: Resident Transmission'],"{'danceable': 0.997703313828, 'not_danceable': 0.00229669525288}","{'cla': 0.00180927291512, 'dan': 0.985341846943, 'hip': 0.00539810676128, 'jaz': 0.00163945404347, 'pop': 0.000564710062463, 'rhy': 0.00145168963354, 'roc': 0.00164273311384, 'spe': 0.0021522003226}","{'Cluster1': 0.0794942751527, 'Cluster2': 0.067739084363, 'Cluster3': 0.177034676075, 'Cluster4': 0.048566441983, 'Cluster5': 0.627165496349}","{'bright': 0.426984369755, 'dark': 0.573015630245}","{'instrumental': 0.74863576889, 'voice': 0.251364260912}",0.814755678177,139.701858521
"[""Le Cours de l'histoire (DJ Lethal mix)""]",['Silmarils'],['Original Karma'],"{'danceable': 0.913674235344, 'not_danceable': 0.0863257646561}","{'cla': 0.00135573686566, 'dan': 0.087609320879, 'hip': 0.746598243713, 'jaz': 0.00696102296934, 'pop': 0.0346004292369, 'rhy': 0.103076651692, 'roc': 0.0121574988589, 'spe': 0.00764110358432}","{'Cluster1': 0.128833860159, 'Cluster2': 0.166061788797, 'Cluster3': 0.262375295162, 'Cluster4': 0.0812267437577, 'Cluster5': 0.361502289772}","{'bright': 0.406632363796, 'dark': 0.593367636204}","{'instrumental': 0.0383825674653, 'voice': 0.961617410183}",0.890855491161,92.7461547852
['Carnival'],['Steve Lawler'],['Carnival'],"{'danceable': 0.989997982979, 'not_danceable': 0.0100019937381}","{'cla': 0.0352770760655, 'dan': 0.0351281128824, 'hip': 0.483773946762, 'jaz': 0.0547837205231, 'pop': 0.0949400439858, 'rhy': 0.133064806461, 'roc': 0.127636879683, 'spe': 0.0353954136372}","{'Cluster1': 0.0634324923158, 'Cluster2': 0.0672770813107, 'Cluster3': 0.268426686525, 'Cluster4': 0.0725256204605, 'Cluster5': 0.528338134289}","{'bright': 0.987067818642, 'dark': 0.0129321599379}","{'instrumental': 0.999992609024, 'voice': 7.36737638363e-06}",0.939555704594,120.016494751
"[""Children's Song #5""]",['Chick Corea'],['Friends'],"{'danceable': 1.33871508297e-05, 'not_danceable': 0.999986588955}","{'cla': 0.151473969221, 'dan': 0.001878441195, 'hip': 0.00777907902375, 'jaz': 0.763095974922, 'pop': 0.0217580236495, 'rhy': 0.0439917445183, 'roc': 0.00364474114031, 'spe': 0.00637800106779}","{'Cluster1': 0.269505023956, 'Cluster2': 0.169250071049, 'Cluster3': 0.243449538946, 'Cluster4': 0.0901753082871, 'Cluster5': 0.227620065212}","{'bright': 0.543867051601, 'dark': 0.456132948399}","{'instrumental': 0.999989509583, 'voice': 1.04727041617e-05}",0.248386144638,70.1263809204
['Blood'],['Charlie Simpson'],['Long Road Home'],"{'danceable': 0.784076035023, 'not_danceable': 0.21592399478}","{'cla': 0.0127337817103, 'dan': 0.0412024632096, 'hip': 0.0178830008954, 'jaz': 0.0167012624443, 'pop': 0.492184281349, 'rhy': 0.278918087482, 'roc': 0.131620839238, 'spe': 0.00875627342612}","{'Cluster1': 0.0772917121649, 'Cluster2': 0.153759181499, 'Cluster3': 0.540535151958, 'Cluster4': 0.162931844592, 'Cluster5': 0.0654821321368}","{'bright': 0.953473806381, 'dark': 0.0465261898935}","{'instrumental': 0.00395228667185, 'voice': 0.996047735214}",0.902937233448,143.014556885
['Toothpicks'],['Versus You'],['Marathon'],"{'danceable': 3.00000096379e-14, 'not_danceable': 1}","{'cla': 0.00136280234437, 'dan': 0.0137019231915, 'hip': 0.0020254116971, 'jaz': 0.00108859851025, 'pop': 0.00483570992947, 'rhy': 0.00173253205139, 'roc': 0.974192023277, 'spe': 0.00106097280513}","{'Cluster1': 0.0772226452827, 'Cluster2': 0.0444035679102, 'Cluster3': 0.227747857571, 'Cluster4': 0.0306320842355, 'Cluster5': 0.61999386549}","{'bright': 0.000308750866679, 'dark': 0.99969124794}","{'instrumental': 0.91860473156, 'voice': 0.0813952684402}",0.970605432987,119.456001282
['Morninglight'],['Nik Tyndall'],['Silvermoon'],"{'danceable': 0.253927767277, 'not_danceable': 0.746072232723}","{'cla': 0.0298088919371, 'dan': 0.00670544756576, 'hip': 0.00204709218815, 'jaz': 0.738856434822, 'pop': 0.0491143763065, 'rhy': 0.149953708053, 'roc': 0.0219703037292, 'spe': 0.00154375040438}","{'Cluster1': 0.0761724412441, 'Cluster2': 0.044982559979, 'Cluster3': 0.23009505868, 'Cluster4': 0.0312189310789, 'Cluster5': 0.617531001568}","{'bright': 0.220783084631, 'dark': 0.779216885567}","{'instrumental': 1, 'voice': 3.80889264573e-10}",0.377990275621,153.104614258
"[""Am I the Only One (Who's Ever Felt This Way)""]",['Dixie Chicks'],['Wide Open Spaces'],"{'danceable': 0.693525910378, 'not_danceable': 0.306474089622}","{'cla': 0.00421758089215, 'dan': 0.00236635282636, 'hip': 0.00697173224762, 'jaz': 0.00959917809814, 'pop': 0.497118473053, 'rhy': 0.4458758533, 'roc': 0.0327417887747, 'spe': 0.0011090649059}","{'Cluster1': 0.0393550209701, 'Cluster2': 0.236573800445, 'Cluster3': 0.298633545637, 'Cluster4': 0.33087298274, 'Cluster5': 0.0945646464825}","{'bright': 1, 'dark': 3.66266772467e-09}","{'instrumental': 0.725541174412, 'voice': 0.274458795786}",0.82948589325,132.090438843
"['Consign to Oblivion (A New Age Dawns, Part 3)']",['Epica'],['Consign to Oblivion'],"{'danceable': 3.00000096379e-14, 'not_danceable': 1}","{'cla': 0.0156445726752, 'dan': 0.260132819414, 'hip': 0.120822884142, 'jaz': 0.0366807021201, 'pop': 0.159634515643, 'rhy': 0.0428863540292, 'roc': 0.34321808815, 'spe': 0.0209800563753}","{'Cluster1': 0.0772226452827, 'Cluster2': 0.0444035679102, 'Cluster3': 0.227747857571, 'Cluster4': 0.0306320842355, 'Cluster5': 0.61999386549}","{'bright': 0.01036176458, 'dark': 0.989638209343}","{'instrumental': 0.99999922514, 'voice': 7.82162885571e-07}",0.864578306675,90.0332183838
['We No Speak Americano (original)'],['Yolanda Be Cool & DCUP'],['We No Speak Americano'],"{'danceable': 0.999793946743, 'not_danceable': 0.000206026175874}","{'cla': 0.00443665217608, 'dan': 0.10221952945, 'hip': 0.580991268158, 'jaz': 0.00682308338583, 'pop': 0.033384334296, 'rhy': 0.259580612183, 'roc': 0.00236945063807, 'spe': 0.0101950801909}","{'Cluster1': 0.0929089039564, 'Cluster2': 0.138055443764, 'Cluster3': 0.342057734728, 'Cluster4': 0.143156215549, 'Cluster5': 0.283821702003}","{'bright': 0.00620177434757, 'dark': 0.993798196316}","{'instrumental': 0.173670440912, 'voice': 0.826329529285}",0.964203000069,124.992477417
['Madman'],['Sean Rowe'],['Madman'],"{'danceable': 0.326391458511, 'not_danceable': 0.673608541489}","{'cla': 0.0586963370442, 'dan': 0.0296206586063, 'hip': 0.189472407103, 'jaz': 0.0940627157688, 'pop': 0.0802741125226, 'rhy': 0.503225803375, 'roc': 0.0207903720438, 'spe': 0.0238576177508}","{'Cluster1': 0.118130832911, 'Cluster2': 0.294956713915, 'Cluster3': 0.348293572664, 'Cluster4': 0.153014525771, 'Cluster5': 0.0856043323874}","{'bright': 0.842370271683, 'dark': 0.157629743218}","{'instrumental': 0.220863938332, 'voice': 0.779136061668}",0.643969714642,127.414466858
['Intro'],['Lords of the Underground'],['Resurrection'],"{'danceable': 0.999397516251, 'not_danceable': 0.000602496962529}","{'cla': 0.0499238073826, 'dan': 0.0473942570388, 'hip': 0.281828284264, 'jaz': 0.0609038062394, 'pop': 0.289560168982, 'rhy': 0.131467238069, 'roc': 0.111011944711, 'spe': 0.0279105007648}","{'Cluster1': 0.0562022328377, 'Cluster2': 0.065124116838, 'Cluster3': 0.102966278791, 'Cluster4': 0.0923503562808, 'Cluster5': 0.683357000351}","{'bright': 0.0212511494756, 'dark': 0.978748857975}","{'instrumental': 0.0610644668341, 'voice': 0.938935518265}",0.915102005005,178.205871582
['Blues Sketch In Clave'],['Eldar'],['Virtue'],"{'danceable': 0.624362170696, 'not_danceable': 0.375637859106}","{'cla': 0.047757063061, 'dan': 0.023287191987, 'hip': 0.0438873134553, 'jaz': 0.32491004467, 'pop': 0.141283869743, 'rhy': 0.20493914187, 'roc': 0.153748869896, 'spe': 0.0601865053177}","{'Cluster1': 0.0757776349783, 'Cluster2': 0.0657836273313, 'Cluster3': 0.280062645674, 'Cluster4': 0.0503187589347, 'Cluster5': 0.528057336807}","{'bright': 0.191284358501, 'dark': 0.808715641499}","{'instrumental': 0.950706779957, 'voice': 0.049293205142}",0.8171890378,116.743011475
['Hide Away (alternate version)'],['Freddie King'],['Taking Care of Business (Disc 6)'],"{'danceable': 0.667594671249, 'not_danceable': 0.332405328751}","{'cla': 0.0244332738221, 'dan': 0.0226371195167, 'hip': 0.0858902037144, 'jaz': 0.0988206490874, 'pop': 0.20705395937, 'rhy': 0.451011538506, 'roc': 0.101395733654, 'spe': 0.00875753350556}","{'Cluster1': 0.0866287499666, 'Cluster2': 0.132352411747, 'Cluster3': 0.352239251137, 'Cluster4': 0.179805651307, 'Cluster5': 0.248973935843}","{'bright': 0.989040672779, 'dark': 0.0109593067318}","{'instrumental': 0.935078680515, 'voice': 0.0649213045835}",0.881243526936,135.058959961
['Inflation Blues'],['B.B. King'],['King of the Blues (disc 4: 1975-1991)'],"{'danceable': 0.994302630424, 'not_danceable': 0.00569735094905}","{'cla': 0.0556960701942, 'dan': 0.0211726594716, 'hip': 0.174206689, 'jaz': 0.245199412107, 'pop': 0.116996347904, 'rhy': 0.305353283882, 'roc': 0.0393030643463, 'spe': 0.0420724637806}","{'Cluster1': 0.109858170152, 'Cluster2': 0.108097441494, 'Cluster3': 0.251466959715, 'Cluster4': 0.0933749228716, 'Cluster5': 0.437202513218}","{'bright': 0.0321776978672, 'dark': 0.967822313309}","{'instrumental': 0.53706151247, 'voice': 0.46293848753}",0.528546333313,88.2696762085
['Din siste dag'],['Den Saakaldte'],['Kapittel II: Faen i Helvete'],"{'danceable': 8.61083719883e-07, 'not_danceable': 0.999999165535}","{'cla': 4.49606704933e-05, 'dan': 0.00240907049738, 'hip': 0.00214984919876, 'jaz': 8.89530565473e-05, 'pop': 0.0021508007776, 'rhy': 0.00016674445942, 'roc': 0.992870986462, 'spe': 0.000118626427138}","{'Cluster1': 0.0864395946264, 'Cluster2': 0.0300003737211, 'Cluster3': 0.110225655138, 'Cluster4': 0.0681934803724, 'Cluster5': 0.705140888691}","{'bright': 0.0212096851319, 'dark': 0.978790342808}","{'instrumental': 0.0341073125601, 'voice': 0.965892672539}",0.965136051178,129.675689697
