title,artist,album,danceable, not_danceable, genre_cla, genre_dan, genre_hip, genre_jaz, genre_pop, genre_rhy, genre_roc, genre_spe,mood_cluster1,mood_cluster2,mood_cluster3,mood_cluster4,mood_cluster5, timbre_bright, timbre_dark, instrumental, voice, loudness,bpm,spotify_url,genre,mood,timbre,instrumental,tempo,danceability
Camptown Misery,Drill Team,Hope and Dream Explosion,0.0653866752982,0.934613347054,0.0033747020643200000,0.00383931910619,0.00120458530728,0.00243815477006,0.022129841148900000,0.012382813729300000,0.953220665455,0.00140989734791,0.121786855161,0.148696213961,0.100891366601,0.07905638962980000,0.549569189548,0.796495556831,0.203504428267,0.0105139017105,0.989486098289,0.917144417763,109.086280823,spotify:track:2KTMSFLuRttLwEJFTqNYlz,8,14,15,18,19,1
tottemo,Miminokoto,Live,6.70986401019E-06,0.999993264675,0.0441369973123,0.00530523946509,0.00129149761051,0.00414305226877,0.0222365893424,0.00385913345963,0.917478859425,0.0015486497432,0.0959365814924,0.07183457165960000,0.117174938321,0.046275630593300000,0.668778300285,0.937975287437,0.0620246976614,0.343062371016,0.6569376587870000,0.962263643742,109.214859009,spotify:track:7zMZL0iQ5ubpkFlXFNADmY,8,14,15,18,19,1
"Ahl Männer, Aalglatt",BAP,Wahnsinn: Die Hits Von 79-95,0.0499291270971,0.950070858002,0.00220323330723,0.00987083464861,0.00112980243284,0.00240298127756,0.188039302826,0.008776442147790000,0.7871755957600000,0.000401818018872,0.164953514934,0.144410595298,0.21286791563,0.0746209993958,0.403146982193,0.939614951611,0.0603850260377,0.0147691769525,0.98523080349,0.960219204426,109.26119995100000,Not Found,8,14,15,18,19,1
Spinnin Rock Boogie (alternate version),Hank C. Burnette,Spinnin Rock Boogie,0.00281549757347,0.997184514999,0.256411731243,0.0131019288674,0.00785642396659,0.00950428470969,0.0362002886832,0.030905667692400000,0.6406928896900000,0.00532679958269,0.110801562667,0.137539744377,0.230996519327,0.107459932566,0.413202255964,0.952142477036,0.047857500612700000,0.06825996190310000,0.931740045547,0.953300654888,109.30931854200000,Not Found,8,14,15,18,19,1
I Really Like Girls (live),"Hank Williams, Jr.",Hank Live,7.51371044316E-06,0.999992489815,0.0121378358454,0.0016089953715000000,0.00165138579905,0.000921542407013,0.002671084599570000,0.00142170884646,0.979424953461,0.000162504729815,0.17478775978100000,0.138829305768,0.138093292713,0.11859446764,0.429695188999,0.7204545140270000,0.279545456171,0.0129985259846,0.987001478672,0.946884095669,109.65476989700000,spotify:track:6wrg156wwWf53R5BTicnZs,8,14,15,18,19,1
This Is the News,Fukpig,Belief Is the Death of Intelligence,0.0324462503195,0.967553734779,1.71156152646E-05,0.0328508727252,0.00217868457548,3.11331787088E-05,0.00242255581543,4.00270837417E-05,0.962435007095,2.45963510679E-05,0.33559641242,0.0224881824106,0.07897181063890000,0.0342874638736,0.528656125069,0.903065025806,0.0969349890947,0.000692996720318,0.999306976795,0.980363070965,109.96334075900000,spotify:track:4QP78UQJA5qrjZZtiwmSzX,8,14,15,18,19,1
I Wanna Rock,Arthemis,Back From the Heat,0.0296486448497,0.970351338387,0.00128991471138,0.0026508774608400000,0.00699634384364,0.0013605654239700000,0.048183646053100000,0.00621790625155,0.933171153069,0.00012959196465100000,0.199806496501,0.06427279859780000,0.0100964037701,0.0601881369948,0.665636181831,0.780619323254,0.219380691648,0.007085984572770000,0.992914021015,0.956465482712,109.973480225,Not Found,8,14,15,18,19,1
God Blinked (Swing It Sister),Rick Springfield,Venus in Overdrive,0.255565851927,0.744434177876,0.00110371049959,0.00541731528938,0.00106692162808,0.00181930349208,0.0981188714504,0.00169400929008,0.8899201154710000,0.000859756488353,0.273362874985,0.104979641736,0.112147532403,0.0805906280875,0.42891934514,0.943285703659,0.0567142777145,0.320933371782,0.67906665802,0.968386590481,109.97729492200000,spotify:track:2OAUU0aZ6MaZgde8Or4zMN,8,14,15,18,19,1
The Way of Passion,Dark Princess,The World Ive Lost,0.5,0.5,0.00113723287359,0.00278382771648,0.0021398693788800000,0.00308004952967,0.0593158081174,0.005165316164490000,0.926146686077,0.000231214347878,0.13515393436000000,0.133954375982,0.155154660344,0.187054276466,0.388682752848,0.811361730099,0.188638284802,0.016996970400200000,0.983003020287,0.953673541546,109.97827148400000,spotify:track:6LEKl4XmiAlJjhh8Gb5q6c,8,14,15,18,19,1
Waisted,Matamachete,Tanin No Kao,0.148142546415,0.851857483387,5.24761235283E-05,0.0519002005458,0.00973013136536,7.60866896599E-05,0.00140214129351,8.56335755088E-05,0.93667113781,8.21914291009E-05,0.155988395214,0.017573306337000000,0.0386236719787,0.0356679186225,0.752146720886,0.540581703186,0.459418267012,0.0186249315739,0.981375038624,0.97543400526,109.98683929400000,Not Found,8,14,15,18,19,1
Straight Life,Therapy?,So Much for the Ten Year Plan: A Retrospective 1990-2000,0.0224361792207,0.977563798428,0.0043662157841,0.0014305902877800000,0.0047965352423500000,0.0005080103874210000,0.00723928119987,0.000643672712613,0.980709195137,0.000306517758872,0.113021813333,0.0595109388232,0.0426648892462,0.0421950481832,0.7426072955130000,0.907989382744,0.0920106396079,0.0196068994701,0.980393111706,0.956867694855,110.018630981,spotify:track:7x9FkqEnDLvCXTHuKDMSTc,8,14,15,18,19,1
Turning Back,Sacred Warrior,Obsessions,0.28147801756900000,0.718521952629,0.005585147533570000,0.0101967072114,0.0131876794621,0.014123362489,0.351987659931,0.0437717549503,0.557052373886,0.0040953126736,0.122950546443,0.140534430742,0.128226563334,0.0631429776549,0.545145452023,0.59271466732,0.40728533268,0.225958704948,0.774041295052,0.938236534595,110.469161987,spotify:track:57RbDzXLguH5KI5UQozawg,8,14,15,18,19,1
Lõppesid joogid,Metro Luminal,Coca Cola,0.166335880756,0.833664119244,0.00156406743918,0.130061849952,0.012625515461,0.00372447399423,0.14852052927,0.0102377841249,0.691133201122,0.00213259528391,0.26984801888500000,0.0796688869596,0.124100618064,0.120838731527,0.405543744564,0.633500576019,0.366499394178,0.053405161947,0.946594834328,0.968712210655,110.949531555,Not Found,8,14,15,18,19,1
Somethin to Hide,Journey,Infinity,0.0906853601336,0.909314632416,0.00592794409022,0.0328072421253,0.00926225632429,0.0241899061948,0.4280031025410000,0.0633451864123,0.43463408947,0.00183027540334,0.2285913378,0.109359718859,0.122360654175,0.126283124089,0.413405150175,0.8445777297020000,0.155422285199,0.00341332657263,0.996586680412,0.8140100240710000,110.99921417200000,spotify:track:23rCTwH7bcU6ZyWovqmxeQ,8,14,15,18,19,1
Lazy,Suede,Singles,0.333065748215,0.666934251785,0.0005385448457670000,0.10159085691,0.00900140032172,0.006908984389160000,0.0460831969976,0.00289948028512,0.83282327652,0.000154272594955,0.24414421618,0.204042479396,0.211419820786,0.0950435698032,0.245349913836,0.528090298176,0.4719097018240000,0.031305227428700000,0.968694746494,0.897179245949,111.038497925,spotify:track:0gkqM2yJzWUxxiMMuGWGIx,8,14,15,18,19,1
Taakse,Nicole,Suljetut ajatukset,0.005559846758840000,0.99444013834,3.75720592274E-05,0.00240540644154,9.80397599051E-05,0.000168947124621,0.00229390640743,8.78151040524E-05,0.994850158691,5.81651875109E-05,0.291570067406,0.0970871821046,0.0784388408065,0.06984817236660000,0.463055729866,0.562903821468,0.4370961785320000,0.00937930587679,0.990620672703,0.971431732178,111.21479797400000,Not Found,8,14,15,18,19,1
Doo Doo Doo Doo Doo (Heartbreaker),The Rolling Stones,Goats Head Soup,0.0909703969955,0.909029603004,0.0684101209044,0.006268816068770000,0.006737111601980000,0.0139475977048,0.0176049359143,0.0270474869758,0.8580995202060000,0.00188439339399,0.180306091905,0.190729409456,0.113125868142,0.156929820776,0.358908802271,0.5766341090200000,0.423365920782,0.277140051126,0.7228599190710000,0.921409785748,111.28316497800000,spotify:track:0f7VY69zhtS20Xm5PVYCm5,8,14,15,18,19,1
"Gypsy Queen, Part 1",Gypsy,Gypsy,0.0330389030278,0.966961085796,0.147906556726,0.0390193834901,0.0357363261282,0.121223114431,0.117434591055,0.202818989754,0.305984586477,0.029876440763500000,0.113502241671,0.151246190071,0.268023252487,0.192325085402,0.27490323782,0.989537060261,0.0104629453272,0.0101970108226,0.989803016186,0.866532862186,111.324150085,Not Found,8,14,15,18,19,1
Monday Morning (live),Fleetwood Mac,25 Years: The Chain (Disc 3),0.30679234862300000,0.693207621574,0.0130907520652,0.0142830554396,0.00984264817089,0.00877042300999,0.152866631746,0.0227337088436,0.7762444019320000,0.00216836598702,0.111075244844,0.19542580843,0.242186129093,0.157771736383,0.293541073799,0.943464636803,0.0565353371203,0.008736044168470000,0.991263926029,0.84113919735,111.373413086,spotify:track:2LWGrxEKOgcOjtkiuX0OPL,8,14,15,18,19,1
In the Year,Echobelly,On,0.106493979692,0.8935060501100000,2.40031622525E-05,0.00016791708185300000,7.32627358957E-06,0.000309493392706,0.00157627963927,0.000545874296222,0.997335135937,3.39501166309E-05,0.23492337763300000,0.217554450035,0.110978126526,0.107273668051,0.329270362854,0.8986201286320000,0.101379863918,0.00733486330137,0.992665112019,0.951710402966,111.47653198200000,spotify:track:2fLhtJMl9GG5sUrc1H5hlk,8,14,15,18,19,1
Lookin Out For No 1 (2008 Digital Remaster),UFO,Aint No Baby,0.187797263265,0.812202751637,0.26320925355,0.0200218129903,0.0291198622435,0.046639893204,0.127678915858,0.168351948261,0.337334513664,0.00764379836619,0.13414788246200000,0.21447356045200000,0.11940377205600000,0.127555981278,0.404418796301,0.982091724873,0.017908299341800000,0.118616618216,0.8813833594320000,0.645561635494,111.522750854,Not Found,8,14,15,18,19,1
Rocket Queen,Guns N Roses,Appetite for Destruction,0.0624889247119,0.937511086464,0.0357651375234,0.023902935907200000,0.017520844936400000,0.03904126212,0.0286717731506,0.0148737290874,0.8372218608860000,0.0030024535954000000,0.0876510292292,0.06664447486400000,0.164498984814,0.151454746723,0.52975076437,0.6901641488080000,0.309835851192,0.00459619471803,0.995403826237,0.92637938261,111.534255981,spotify:track:0xaNdYwK8ZF3cHSjraQGC0,8,14,15,18,19,1
Frantic Romantic,Kim Salmon and the Surrealists,Kim Salmon & The Surrealists,0.278586924076,0.721413075924,0.0002793049498,5.12128171977E-05,0.00031320273410500000,0.000231383542996,0.00146551872604,0.000446808116976,0.997086524963,0.000126052225824,0.214217320085,0.0442157238722,0.0308975689113,0.0321428105235,0.678526580334,0.776028096676,0.223971918225,0.00503233540803,0.994967639446,0.959599554539,111.82936096200000,Not Found,8,14,15,18,19,1
So So Cold (Album Version),Hot Hot Heat,Happiness LTD.,0.265088379383,0.734911620617,0.0003682121750900000,0.0223277974874,0.00107649213169,0.000399172306061,0.16863667964900000,0.005981435067950000,0.800569355488,0.000640832353383,0.144037216902,0.17161142826100000,0.121960118413,0.148345544934,0.41404569149,0.986915886402,0.013084102422,0.351632386446,0.6483676433560000,0.946164190769,111.922973633,Not Found,8,14,15,18,19,1
Albatross,The Besnard Lakes,The Besnard Lakes Are the Roaring Night,0.15235337615,0.847646594048,0.043165944516700000,0.0109765334055,0.006305855233220000,0.006696482189,0.0195077508688,0.0100028514862,0.902413070202,0.000931519898586,0.13627426326300000,0.168644651771,0.249607279897,0.107608407736,0.337865412235,0.539253294468,0.460746705532,0.00896057207137,0.991039454937,0.872264146805,112.010467529,spotify:track:0HQgGGa3Kt2Y0cjYfCw7Dk,8,14,15,18,19,1
Be of Good Cheer,Petra,Petra Praise 2: We Need Jesus,0.5,0.5,0.00019701564451700000,0.00391336530447,0.00113305367995,0.000439661525888,0.238276019692,0.00165825046133,0.754323899746,5.87113172514E-05,0.265675276518,0.251975655556,0.07427166402340000,0.119332306087,0.288745135069,0.98848348856,0.011516483500600000,0.0584552623332,0.94154471159,0.956838905811,112.02724456800000,spotify:track:2pINvZJjn36S8cA8rFtq0L,8,14,15,18,19,1
Shayla,Blondie,Blondie Live,0.324800014496,0.6751999855040000,0.0190125107765,0.0224889609963,0.0111197074875,0.00946041569114,0.140886798501,0.191915512085,0.601754963398,0.0033611212857100000,0.08136802911760000,0.133317738771,0.30169287324,0.0642953589559,0.419325977564,0.953555285931,0.0464447252452,0.329822391272,0.670177578926,0.8881742358210000,112.23613739,spotify:track:1OGQGQgmbUnRStarwKxvrr,8,14,15,18,19,1
Top of the Pops,The Smithereens,Blown to Smithereens: Best of The Smithereens,0.07910683751110000,0.920893132687,0.0432146415114,0.007335281930860000,0.0254643075168,0.012598352506800000,0.0560827180743,0.0745862424374,0.778651177883,0.00206724717282,0.164818450809,0.25044119358100000,0.15194529295,0.124493651092,0.308301389217,0.796018898487,0.203981116414,0.011284828186,0.988715171814,0.931840121746,112.28638458300000,spotify:track:63tdDpOsdLv5zYiESwxkH0,8,14,15,18,19,1
One Night Away,Saraya,Saraya,0.0255965441465,0.974403440952,0.004384664352980000,0.0128037109971,0.004719983786340000,0.00215448252857,0.365841120481,0.0193485785276,0.590228378773,0.000519080611411,0.14922738075300000,0.212512791157,0.161296725273,0.109519407153,0.367443710566,0.946263074875,0.053736936301,0.0180393215269,0.981960654259,0.8906364440920000,112.483947754,spotify:track:5ZEmerBmE7KsTYhQ6fYsG4,8,14,15,18,19,1
Reach,Racoon,"Here We Go, Stereo!",0.0566909871995,0.943309009075,2.88137853204E-05,0.00018765829736400000,0.000102942336525,0.0004027724207840000,0.000489311292768,0.000805093091913,0.997942626476,4.07709594583E-05,0.19274315238,0.139007925987,0.06739654392000000,0.0541282817721,0.546724081039,0.649531126022,0.35046890378,0.0267755798995,0.973224401474,0.938764631748,112.64796447800000,spotify:track:4caP3PFq6WzyAv0unfCag8,8,14,15,18,19,1
Love Thy Neighour,The Grit,Shall We Dine?,0.08998946100470000,0.910010516644,0.000248340831604,0.0294744819403,0.00700879003853,0.0006758972303940000,0.0211020968854,0.00062967435224,0.940578877926,0.000281826534774,0.205834031105,0.0671737343073,0.0884413719177,0.140253633261,0.49829724431,0.506572127342,0.493427872658,0.0232024472207,0.976797580719,0.968921720982,112.781028748,Not Found,8,14,15,18,19,1
I Cant Control Myself,The Pigeon Detectives,Wait for Me,0.00574096944183,0.994259059429,0.00372859090567,0.00681602116674,0.0008126114844340000,0.00174035259988,0.232801958919,0.0127443848178,0.741209745407,0.000146313817822,0.213450983167,0.0963221415877,0.216649636626,0.08607736229900000,0.3874998688700000,0.755662798882,0.244337186217,0.000156189358677,0.999843835831,0.938251912594,112.8516922,Not Found,8,14,15,18,19,1
Medicine Time,Marc Ford,Weary and Wired,0.0594027750194,0.940597236156,0.002860305830840000,0.00113664020319,0.00177437195089,0.0011853583855600000,0.0577161312103,0.00224671373144,0.932522892952,0.000557567342184,0.128529235721,0.0395283214748,0.0323796011508,0.0806239247322,0.7189389467240000,0.6068753600120000,0.393124639988,0.00480144983158,0.99519854784,0.95507222414,112.942375183,spotify:track:0BcDkYMNTjlQ7tskvumweW,8,14,15,18,19,1
Wanted Man,Ratt,Out Of The Cellar,0.476006835699,0.523993134499,0.00443768547848,0.037646278739,0.193199038506,0.020208267495,0.0481850989163,0.0282716602087,0.6669186949730000,0.00113324564882,0.220098823309,0.121321357787,0.06481289118530000,0.12711025774500000,0.466656655073,0.950786948204,0.049213051796,0.00129351834767,0.998706459999,0.928744018078,113.008666992,spotify:track:6EZKvBJc9ljadSjWytSti2,8,14,15,18,19,1
I Was Alive,Whitlams,Little Cloud (Disc 1: Little Cloud),0.439778834581,0.560221135616,0.00478398706764,0.039587341249,0.00198977207765,0.0110942134634,0.2418448627,0.0112832263112,0.6883278489110000,0.00108873692807,0.14732022583500000,0.21968626976,0.199673011899,0.180442243814,0.252878248692,0.992841660976,0.0071583096869300000,0.000387866981328,0.999612152576,0.952819764614,113.18287658700000,spotify:track:7vLqRxkt6whmS7zf1BRVAp,8,14,15,18,19,1
A Look at Society,Nasum,Grind Finale (disc 1),0.355082303286,0.644917726517,0.000176871879376,0.0648805201054,0.0243032146245,0.000286431983113,0.00108574074693,0.0005496360245160000,0.90813845396,0.000579115992878,0.360521107912,0.0202260799706,0.008447545580570000,0.00829597562551,0.6025093197820000,0.876340568066,0.123659417033,0.0125330984592,0.987466931343,0.979487657547,113.64177703900000,spotify:track:0uUi5VSpDHy6EZe9Vdo9cL,8,14,15,18,19,1
Breaking the Waves,Dikta,Hunting for Happiness,0.195965588093,0.804034411907,0.00311318412423,0.070861466229,0.005463559646160000,0.00365112558939,0.121511019766,0.0186633095145,0.775410354137,0.00132600020152,0.277972668409,0.113604404032,0.104325547814,0.157675802708,0.346421569586,0.636457502842,0.363542497158,0.00804460048676,0.991955399513,0.9334292411800000,113.871170044,spotify:track:1CnwTmKaGkNbMStH5CsxLa,8,14,15,18,19,1
Sperr mich nicht ein,Peter Maffay,Lange Schatten  (Disc 2),0.32015362381900000,0.6798463463780000,0.060747269541,0.0461795888841,0.0370336584747,0.0164504162967,0.08615979552270000,0.08415835350750000,0.662011742592,0.00725915795192,0.163643196225,0.229359030724,0.196629926562,0.15236766636400000,0.258000165224,0.852460324764,0.14753966033500000,0.00013922370271800000,0.99986076355,0.89360243082,114.15123748800000,spotify:track:2ueJ8TVkaHi5oMWXGNLEKv,8,14,15,18,19,1
What Do You Want to Make Those Eyes at Me for (Single Version),Shakin Stevens,The Epic Masters (Disc 7: Lets Boogie),0.0929685682058,0.907031416893,0.0337277203798,0.00882644485682,0.00361675349995,0.00887592695653,0.0526440516114,0.007457062602040000,0.8827558159830000,0.002096230397,0.140940949321,0.257186442614,0.159585446119,0.157136887312,0.285150259733,0.541804611683,0.458195388317,0.00178465852514,0.998215317726,0.953478217125,114.178039551,spotify:track:7dQl5A1VxoDWdqpAqN6YDt,8,14,15,18,19,1
Ass I Jakta,Jig-Ai,Rising Sun Carnage,0.0135049233213,0.98649507761,1.62657652254E-05,0.0027770716697,0.00103341171052,2.56516323134E-05,0.000148469902342,1.26426411953E-05,0.995936453342,5.00466521771E-05,0.238447517157,0.0165227465332,0.0962610095739,0.0235272534192,0.625241458416,0.671162366867,0.328837662935,0.0320994742215,0.967900514603,0.976431071758,114.354164124,Not Found,8,14,15,18,19,1
Radio Ga Ga,Queen,Live Magic,0.205298662186,0.794701337814,0.07291729003190000,0.0355283245444,0.0145159428939,0.0484095402062,0.17115624249000000,0.183273419738,0.467327654362,0.00687157083303,0.105536662042,0.270295441151,0.127259373665,0.118631407619,0.378277122974,0.946598112583,0.053401872515700000,0.00720290187746,0.992797076702,0.931175708771,114.39438629200000,spotify:track:1HmzAZUvhQLhLo2z3ocpZI,8,14,15,18,19,1
Engine Overheat,Wishbone Ash,Twin Barrels Burning,0.5,0.5,0.0208808667958,0.038056422025,0.28463566303300000,0.0205373950303,0.0684132725,0.0616153217852,0.496656060219,0.00920499954373,0.116969622672,0.0707664117217,0.0743720158935,0.0374206714332,0.700471282005,0.647717535496,0.352282464504,0.189111232758,0.810888767242,0.911388337612,114.42889404300000,spotify:track:03fJXelYlNlL5pUNMpzw93,8,14,15,18,19,1
Deep Ellis,Rein Sanction,Brocs Cabin,1.65334877238E-05,0.999983489513,4.48986356787E-05,0.000220395741053,3.82987964258E-05,0.00021592178382,0.0006724628619850000,6.74268303555E-05,0.998683273792,5.73160905333E-05,0.34327185154,0.0529611818492,0.106214866042,0.032721638679500000,0.464830458164,0.750254750252,0.24974524974800000,0.00468095066026,0.995319068432,0.943478524685,114.430702209,spotify:track:5yTWWY4Sw9kavYIFYdq4Ow,8,14,15,18,19,1
Burn Em Down,Abrasive Wheels,When the Punks Go Marching In,0.0228647310287,0.977135241032,0.0028236005455300000,0.00740867340937,0.0007800238090570000,0.0104969963431,0.0349992215633,0.0285239052027,0.914513587952,0.000453971180832,0.207626596093,0.1844945997,0.05696462467310000,0.0517195090652,0.499194681644,0.589725136757,0.410274893045,0.0006541882175950000,0.999345839024,0.956580102444,114.46995544400000,spotify:track:7tgGOjqYytQM1ODq9papTX,8,14,15,18,19,1
Julia und die Räuber,Subway to Sally,Schrei!,0.0199866238981,0.980013370514,0.006151134613900000,0.00436487980187,0.00262236199342,0.0041661295108500000,0.00944763049483,0.0030719966162,0.969484269619,0.000691624649335,0.13327610492700000,0.142456665635,0.185037195683,0.247715786099,0.291514247656,0.904635488987,0.0953644886613,0.0494620837271,0.950537919998,0.963005959988,114.68154144300000,spotify:track:4w8UQqGR9kiiZiFifZ3kdX,8,14,15,18,19,1
Marriage Tree,Throwing Muses,Anthology,0.458679944277,0.541320085526,0.00372792594135,0.00430047418922,0.0133185256273,0.00417015701532,0.0266136527061,0.0100211855024,0.93743377924,0.000414302659919,0.15836741030200000,0.0526503585279,0.0365040898323,0.0507426373661,0.701735496521,0.646183788776,0.353816181421,0.34508785605400000,0.6549121737480000,0.829654335976,114.83459472700000,spotify:track:0z9fG9rsm8SR3CXFVxTIRG,8,14,15,18,19,1
