title,artist,album,danceable, not_danceable, genre_cla, genre_dan, genre_hip, genre_jaz, genre_pop, genre_rhy, genre_roc, genre_spe,mood_cluster1,mood_cluster2,mood_cluster3,mood_cluster4,mood_cluster5, timbre_bright, timbre_dark, instrumental, voice, loudness,bpm,spotify_url,genre,mood,timbre,instrumental,tempo,danceability
"Akrobad, Part 2",Afenginn,Akrobakkus,0.25657147169100000,0.743428528309,0.125635713339,0.014176339842400000,0.0272776149213,0.388647079468,0.0872739106417,0.252983927727,0.07337303459640000,0.0306323766708,0.16765238344700000,0.229489371181,0.281224012375,0.183452934027,0.138181298971,0.650001227856,0.349998742342,0.849956452847,0.150043562055,0.683971643448,65.1693878174,Not Found,5,12,15,17,20,1
Please Be Kind,Benny Goodman,Verve Jazz Masters 33,0.0337680280209,0.966231942177,0.0134985391051,0.00067411409691,0.0032169811893300000,0.902510464191,0.00454700086266,0.0560925640166,0.00130146776792,0.0181588418782,0.0549241863191,0.289875209332,0.475729674101,0.163231611252,0.0162393115461,0.8944913744930000,0.105508618057,0.937952101231,0.062047913670500000,0.211404204369,68.1102828979,spotify:track:7MSLyeQBTCqrRp7pC4AusQ,5,12,15,17,20,1
Tale of Two Orphanages,Dr. Strangely Strange,Kip of the Serenes,0.0917891934514,0.908210813999,0.26364797353700000,0.006388528738170000,0.0059598069638,0.477414608002,0.081776060164,0.122837007046,0.0256601590663,0.0163158606738,0.047118682414300000,0.102019175887,0.617263555527,0.220948636532,0.0126499272883,0.999994933605,5.0492221817E-06,0.714461147785,0.285538882017,0.802458465099,68.88400268550000,Not Found,5,12,15,17,20,1
Back Water Blues,Dinah Washington,Ultimate Dinah Washington,0.153557315469,0.8464426994320000,0.20299783349,0.00519448006526,0.029881183058000000,0.526589393616,0.022803844884,0.190909549594,0.0057881725952,0.0158355440944,0.0594245418906,0.256854057312,0.401960283518,0.235713124275,0.046047989279,0.996145606041,0.00385436648503,0.847015619278,0.152984365821,0.175619244576,72.3783111572,spotify:track:5whmM0FA7kJxBbxJ4baUap,5,12,15,17,20,1
Do I Love You Because Youre Beautiful?,John Coltrane,The Believer,0.08315498381850000,0.916845023632,0.00629528611898,0.00104101467878,0.0013770995428800000,0.941781461239,0.009716393426060000,0.0337520055473,0.0017135681118800000,0.00432319939137,0.0640681236982,0.193073123693,0.428597182035,0.270262300968,0.0439992584288,0.993758499622,0.0062414705753300000,0.999999940395,4.86331899197E-08,0.654035687447,75.352394104,spotify:track:4NwTHzbY6CMYRKZC74zv38,5,12,15,17,20,1
Having a Ball,Benny Goodman and His Orchestra,Happy Session,0.05964557453990000,0.940354406834,0.0177857019007,0.00030288667767300000,0.0012695501791300000,0.953769028187,0.00177775579505,0.0186146888882,0.000912591640372,0.00556781468913,0.0781596004963,0.147170811892,0.430052757263,0.216667324305,0.127949491143,0.970966756344,0.0290332697332,0.999989628792,1.03794909592E-05,0.151381030679,77.24755096440000,Not Found,5,12,15,17,20,1
Mevlana Duke,Jon Hassell,Fascinoma,0.0637053698301,0.936294615269,0.00609193136916,0.000244714174187,0.00162733625621,0.938758611679,0.00128581526224,0.0443899780512,0.0008008249569680000,0.00680078472942,0.0902880132198,0.204661741853,0.362985342741,0.0989064276218,0.243158474565,0.647144019604,0.352855950594,0.984990179539,0.015009813942,0.107139460742,77.3080749512,Not Found,5,12,15,17,20,1
I’ll Make It Right,Candye Kane,The Best of Candye Kane: Songs From the Stage Play The Toughest Girl Alive,0.07225634902720000,0.927743673325,0.030523676425200000,0.00103667750955,0.00260361400433,0.7611700892450000,0.0266954097897,0.169331088662,0.00731108197942,0.00132833968382,0.175210058689,0.183217436075,0.339703947306,0.253981381655,0.0478871762753,0.965198934078,0.0348010398448,0.5351948738100000,0.46480512619,0.379532516003,77.54866790770000,Not Found,5,12,15,17,20,1
Stars Fell on Alabama,Cannonball Adderley,Verve Jazz Masters 31,0.111868783832,0.888131201267,0.0124791264534,0.0011217944556800000,0.00400579115376,0.935938537121,0.00706585636362,0.0350210778415,0.0013121477095400000,0.00305569893681,0.0783070102334,0.125924170017,0.472833007574,0.198589891195,0.124345913529,0.965617537498,0.034382477402700000,0.995835721493,0.00416427990422,0.411497354507,79.1259536743,spotify:track:79Jl7eZTa96MDDlOF92A4t,5,12,15,17,20,1
Numbers 04,Absolute Body Control,Tapes 81-89,3.00000096379E-14,1.0,0.00190374033991,0.0120884692296,0.0113233150914,0.868752121925,0.0307856854051,0.06525362282990000,0.00715037295595,0.00274269469082,0.21465100348,0.193146124482,0.411837786436,0.139777839184,0.0405872352421,0.7909857630730000,0.209014207125,0.631115674973,0.368884295225,0.8414291143420000,80.0203857422,Not Found,5,12,15,17,20,1
North of God,The Paradise Motel,Left Over Life to Kill,0.00277973967604,0.997220277786,0.275423943996,0.0003282695251980000,0.000202025097678,0.71720212698,0.00228898553178,0.00111548951827,0.00181891932152,0.00162022991572,0.0720128193498,0.19193379581,0.389673560858,0.307411700487,0.0389681532979,0.6397624015810000,0.360237568617,0.960511803627,0.03948822245,0.844607114792,80.0280838013,Not Found,5,12,15,17,20,1
Solitude,Duke Ellington,Angels in America,0.0181853044778,0.981814682484,0.13107265532,0.00100056861993,0.00724179297686,0.788263082504,0.0059544662945,0.040638525039,0.00279662571847,0.023032290861,0.0875105783343,0.230737000704,0.35616940259900000,0.148062765598,0.177520275116,0.6965538859370000,0.303446143866,0.999999284744,6.93092545134E-07,0.358298152685,80.7407989502,spotify:track:0twtL08zfoMt3rXFIyyQov,5,12,15,17,20,1
Dear Little Nightingale,Michael Franks,Vivaldis Song,0.0130509268492,0.986949086189,0.016614619642500000,0.0008897895459090000,0.00182097556535,0.6712632179260000,0.0509438589215,0.248885467649,0.004678868222980000,0.0049031949602100000,0.070363663137,0.117258019745,0.642557501793,0.145230442286,0.0245904084295,0.969701349735,0.0302986614406,0.564398467541,0.435601532459,0.640668988228,81.2756118774,Not Found,5,12,15,17,20,1
